"Userid"	"Notification id"	"Type"	"Category"	"Title"	"Action"	"Lat"	"Lng"	"Timestamp"
"213"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497970674"	"23.760796290000002"	"2018-10-15 18:00:00.000"
"214"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498130674"	"23.76066029"	"2018-10-15 18:00:00.000"
"215"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498138674"	"23.76082029"	"2018-10-15 18:00:00.000"
"216"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498208674000004"	"23.760786290000002"	"2018-10-15 18:00:00.000"
"217"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498010674"	"23.760872290000002"	"2018-10-15 18:00:00.000"
"218"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498320674"	"23.760872290000002"	"2018-10-15 18:00:00.000"
"219"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498140674"	"23.76083629"	"2018-10-15 18:00:00.000"
"220"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498284674000004"	"23.76077029"	"2018-10-15 18:00:00.000"
"221"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498212674"	"23.76081629"	"2018-10-15 18:00:00.000"
"222"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498172674"	"23.76064029"	"2018-10-15 18:00:00.000"
"223"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498184674"	"23.760810290000002"	"2018-10-15 18:00:00.000"
"224"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498208674000004"	"23.760758290000002"	"2018-10-15 18:00:00.000"
"225"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498084674000005"	"23.76088229"	"2018-10-15 18:00:00.000"
"226"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.497968674"	"23.760800290000002"	"2018-10-15 18:00:00.000"
"227"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498228674"	"23.76096829"	"2018-10-15 18:00:00.000"
"228"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498254674"	"23.76063229"	"2018-10-15 18:00:00.000"
"229"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498168674"	"23.76098629"	"2018-10-15 18:00:00.000"
"230"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498184674"	"23.76065629"	"2018-10-15 18:00:00.000"
"231"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498314674"	"23.76076429"	"2018-10-15 18:00:00.000"
"232"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498352674"	"23.760872290000002"	"2018-10-15 18:00:00.000"
"233"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498108674"	"23.760638290000003"	"2018-10-15 18:00:00.000"
"234"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498316674"	"23.76083229"	"2018-10-15 18:00:00.000"
"235"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498046674"	"23.76080629"	"2018-10-15 18:00:00.000"
"236"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498036674000005"	"23.76090629"	"2018-10-15 18:00:00.000"
"237"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498326674000005"	"23.76078829"	"2018-10-15 18:00:00.000"
"238"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498340674000005"	"23.76095829"	"2018-10-15 18:00:00.000"
"239"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498178674"	"23.76081629"	"2018-10-15 18:00:00.000"
"240"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498164674"	"23.760814290000003"	"2018-10-15 18:00:00.000"
"241"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498046674"	"23.76100629"	"2018-10-15 18:00:00.000"
"242"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498342674"	"23.76087429"	"2018-10-15 18:00:00.000"
"243"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498356674"	"23.76069229"	"2018-10-15 18:00:00.000"
"244"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498276674"	"23.76094629"	"2018-10-15 18:00:00.000"
"245"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498248674"	"23.76085429"	"2018-10-15 18:00:00.000"
"246"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498014674000004"	"23.76069829"	"2018-10-15 18:00:00.000"
"247"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498144674"	"23.76089629"	"2018-10-15 18:00:00.000"
"248"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498256674000004"	"23.76085629"	"2018-10-15 18:00:00.000"
"249"	"21"	"data"	""	"Keskustori"	"beaconArrival"	"61.498008674000005"	"23.76097829"	"2018-10-15 18:00:00.000"
"0"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497743"	"23.770384"	"2018-10-15 18:15:00.000"
"1"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498560999999995"	"23.768418999999998"	"2018-10-15 18:15:00.000"
"4"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497209000000005"	"23.756857"	"2018-10-15 18:15:00.000"
"5"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.49741"	"23.762942"	"2018-10-15 18:15:00.000"
"6"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.501014"	"23.763769"	"2018-10-15 18:15:00.000"
"7"	"21"	"data"	""	"London"	"beaconArrival"	"61.498473"	"23.766378"	"2018-10-15 18:15:00.000"
"8"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497749"	"23.758367"	"2018-10-15 18:15:00.000"
"9"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497382"	"23.76276"	"2018-10-15 18:15:00.000"
"10"	"21"	"data"	""	"London"	"beaconArrival"	"61.498675"	"23.766683999999998"	"2018-10-15 18:15:00.000"
"11"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.500816"	"23.763887"	"2018-10-15 18:15:00.000"
"12"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.495198"	"23.759610000000002"	"2018-10-15 18:15:00.000"
"13"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497851"	"23.758637"	"2018-10-15 18:15:00.000"
"14"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497397"	"23.767425"	"2018-10-15 18:15:00.000"
"15"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497454000000005"	"23.762923999999998"	"2018-10-15 18:15:00.000"
"17"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497533"	"23.76916"	"2018-10-15 18:15:00.000"
"18"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498450999999996"	"23.777939"	"2018-10-15 18:15:00.000"
"20"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494926"	"23.759498"	"2018-10-15 18:15:00.000"
"21"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.498962999999996"	"23.756263"	"2018-10-15 18:15:00.000"
"22"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497605"	"23.758585"	"2018-10-15 18:15:00.000"
"24"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.501086"	"23.763825"	"2018-10-15 18:15:00.000"
"25"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498509"	"23.768138999999998"	"2018-10-15 18:15:00.000"
"26"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.49757"	"23.762748"	"2018-10-15 18:15:00.000"
"27"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497861"	"23.758479"	"2018-10-15 18:15:00.000"
"28"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497762"	"23.762794"	"2018-10-15 18:15:00.000"
"29"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497091000000005"	"23.767265"	"2018-10-15 18:15:00.000"
"30"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497613"	"23.758643"	"2018-10-15 18:15:00.000"
"31"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497519"	"23.758399"	"2018-10-15 18:15:00.000"
"33"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497558000000005"	"23.762756"	"2018-10-15 18:15:00.000"
"34"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.498647"	"23.756415"	"2018-10-15 18:15:00.000"
"36"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498559"	"23.777713"	"2018-10-15 18:15:00.000"
"37"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497733000000004"	"23.758503"	"2018-10-15 18:15:00.000"
"38"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.496986"	"23.755774"	"2018-10-15 18:15:00.000"
"39"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497101"	"23.756836999999997"	"2018-10-15 18:15:00.000"
"40"	"21"	"data"	""	"Ale-Bar Pikajuna"	"beaconArrival"	"61.498378"	"23.769896"	"2018-10-15 18:15:00.000"
"42"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497861"	"23.758505"	"2018-10-15 18:15:00.000"
"43"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496018"	"23.761039999999998"	"2018-10-15 18:15:00.000"
"44"	"21"	"data"	""	"Henry’s Pub"	"beaconArrival"	"61.498009"	"23.766468"	"2018-10-15 18:15:00.000"
"45"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.49514"	"23.759510000000002"	"2018-10-15 18:15:00.000"
"46"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497881"	"23.769004"	"2018-10-15 18:15:00.000"
"48"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.497066000000004"	"23.755886"	"2018-10-15 18:15:00.000"
"49"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.495066"	"23.759542"	"2018-10-15 18:15:00.000"
"54"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496102"	"23.76106"	"2018-10-15 18:15:00.000"
"55"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.499011"	"23.756579"	"2018-10-15 18:15:00.000"
"56"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497440000000005"	"23.762954"	"2018-10-15 18:15:00.000"
"58"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498371000000006"	"23.767712"	"2018-10-15 18:15:00.000"
"60"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.49554"	"23.766329"	"2018-10-15 18:15:00.000"
"61"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497869"	"23.770466"	"2018-10-15 18:15:00.000"
"62"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497573"	"23.76918"	"2018-10-15 18:15:00.000"
"63"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497440000000005"	"23.762764"	"2018-10-15 18:15:00.000"
"64"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497801"	"23.758395"	"2018-10-15 18:15:00.000"
"65"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.497274000000004"	"23.755752"	"2018-10-15 18:15:00.000"
"67"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.495222"	"23.759786000000002"	"2018-10-15 18:15:00.000"
"68"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498251"	"23.767918"	"2018-10-15 18:15:00.000"
"70"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497837"	"23.758575"	"2018-10-15 18:15:00.000"
"71"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.500778"	"23.763715"	"2018-10-15 18:15:00.000"
"72"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497367000000004"	"23.756673"	"2018-10-15 18:15:00.000"
"74"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496338"	"23.761376"	"2018-10-15 18:15:00.000"
"76"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497833"	"23.758651"	"2018-10-15 18:15:00.000"
"78"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497605"	"23.758477"	"2018-10-15 18:15:00.000"
"79"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.500786"	"23.763835"	"2018-10-15 18:15:00.000"
"81"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497420000000005"	"23.762932"	"2018-10-15 18:15:00.000"
"82"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.497216"	"23.75589"	"2018-10-15 18:15:00.000"
"83"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497634000000005"	"23.76306"	"2018-10-15 18:15:00.000"
"84"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496248"	"23.761347999999998"	"2018-10-15 18:15:00.000"
"85"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497781"	"23.758693"	"2018-10-15 18:15:00.000"
"86"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.49489"	"23.7595"	"2018-10-15 18:15:00.000"
"87"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.495654"	"23.766035"	"2018-10-15 18:15:00.000"
"88"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.495122"	"23.759784"	"2018-10-15 18:15:00.000"
"89"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497307"	"23.767271"	"2018-10-15 18:15:00.000"
"91"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497351"	"23.767277"	"2018-10-15 18:15:00.000"
"92"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497821"	"23.758451"	"2018-10-15 18:15:00.000"
"93"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.49541"	"23.766147"	"2018-10-15 18:15:00.000"
"95"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.495626"	"23.766017"	"2018-10-15 18:15:00.000"
"97"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497905"	"23.76899"	"2018-10-15 18:15:00.000"
"98"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.50103"	"23.763797"	"2018-10-15 18:15:00.000"
"99"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497819"	"23.758583"	"2018-10-15 18:15:00.000"
"100"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497789000000004"	"23.770509999999998"	"2018-10-15 18:15:00.000"
"101"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498341"	"23.767826"	"2018-10-15 18:15:00.000"
"102"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497595"	"23.758509"	"2018-10-15 18:15:00.000"
"104"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497673"	"23.758421000000002"	"2018-10-15 18:15:00.000"
"106"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497851000000004"	"23.770668"	"2018-10-15 18:15:00.000"
"107"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498439"	"23.768276999999998"	"2018-10-15 18:15:00.000"
"108"	"21"	"data"	""	"London"	"beaconArrival"	"61.498594999999995"	"23.766617999999998"	"2018-10-15 18:15:00.000"
"110"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497738000000005"	"23.762788"	"2018-10-15 18:15:00.000"
"111"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.495326"	"23.766213"	"2018-10-15 18:15:00.000"
"112"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.49557"	"23.765981"	"2018-10-15 18:15:00.000"
"114"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497083"	"23.756726999999998"	"2018-10-15 18:15:00.000"
"116"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497221"	"23.756906999999998"	"2018-10-15 18:15:00.000"
"117"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497730000000004"	"23.762852"	"2018-10-15 18:15:00.000"
"120"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.495042"	"23.75955"	"2018-10-15 18:15:00.000"
"121"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.498917"	"23.756370999999998"	"2018-10-15 18:15:00.000"
"123"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498703"	"23.768105"	"2018-10-15 18:15:00.000"
"124"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496334000000004"	"23.76108"	"2018-10-15 18:15:00.000"
"125"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.495602"	"23.766085"	"2018-10-15 18:15:00.000"
"126"	"21"	"data"	""	"Henry’s Pub"	"beaconArrival"	"61.498129"	"23.766454"	"2018-10-15 18:15:00.000"
"127"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497558000000005"	"23.762995999999998"	"2018-10-15 18:15:00.000"
"129"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497673"	"23.758531"	"2018-10-15 18:15:00.000"
"130"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498732999999994"	"23.768193"	"2018-10-15 18:15:00.000"
"133"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497673"	"23.768922"	"2018-10-15 18:15:00.000"
"134"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497835"	"23.770566"	"2018-10-15 18:15:00.000"
"136"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.501028"	"23.763821"	"2018-10-15 18:15:00.000"
"137"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.500974"	"23.763645"	"2018-10-15 18:15:00.000"
"138"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498457"	"23.777943"	"2018-10-15 18:15:00.000"
"141"	"21"	"data"	""	"Ale-Bar Pikajuna"	"beaconArrival"	"61.49815"	"23.769852"	"2018-10-15 18:15:00.000"
"142"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497921000000005"	"23.770661999999998"	"2018-10-15 18:15:00.000"
"143"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497394"	"23.763042"	"2018-10-15 18:15:00.000"
"144"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497047"	"23.767317"	"2018-10-15 18:15:00.000"
"145"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497513"	"23.758633"	"2018-10-15 18:15:00.000"
"146"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497855"	"23.758719"	"2018-10-15 18:15:00.000"
"147"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498621"	"23.767658"	"2018-10-15 18:15:00.000"
"148"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497669"	"23.758373000000002"	"2018-10-15 18:15:00.000"
"149"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497676000000006"	"23.762824"	"2018-10-15 18:15:00.000"
"150"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494998"	"23.75979"	"2018-10-15 18:15:00.000"
"151"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497765"	"23.758533"	"2018-10-15 18:15:00.000"
"152"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497387"	"23.767347"	"2018-10-15 18:15:00.000"
"153"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497899000000004"	"23.758371"	"2018-10-15 18:15:00.000"
"156"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494962"	"23.759752"	"2018-10-15 18:15:00.000"
"157"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.4953"	"23.766085"	"2018-10-15 18:15:00.000"
"158"	"21"	"data"	""	"Sticky Wingers"	"beaconArrival"	"61.497973"	"23.770388"	"2018-10-15 18:15:00.000"
"159"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494906"	"23.759534000000002"	"2018-10-15 18:15:00.000"
"160"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497817"	"23.758385"	"2018-10-15 18:15:00.000"
"161"	"21"	"data"	""	"Ilona"	"beaconArrival"	"61.497301"	"23.767333"	"2018-10-15 18:15:00.000"
"162"	"21"	"data"	""	"London"	"beaconArrival"	"61.498681"	"23.766613999999997"	"2018-10-15 18:15:00.000"
"164"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.497256"	"23.756014"	"2018-10-15 18:15:00.000"
"165"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498400999999994"	"23.768167"	"2018-10-15 18:15:00.000"
"166"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.498783"	"23.756617"	"2018-10-15 18:15:00.000"
"168"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.500921999999996"	"23.763843"	"2018-10-15 18:15:00.000"
"169"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497205"	"23.756735"	"2018-10-15 18:15:00.000"
"170"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497129"	"23.756619"	"2018-10-15 18:15:00.000"
"171"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497083"	"23.756659"	"2018-10-15 18:15:00.000"
"172"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.4949"	"23.75953"	"2018-10-15 18:15:00.000"
"173"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497859"	"23.758535000000002"	"2018-10-15 18:15:00.000"
"174"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.501068"	"23.763607"	"2018-10-15 18:15:00.000"
"175"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498285"	"23.76774"	"2018-10-15 18:15:00.000"
"176"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494974"	"23.75974"	"2018-10-15 18:15:00.000"
"177"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494966"	"23.759602"	"2018-10-15 18:15:00.000"
"178"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497738000000005"	"23.762746"	"2018-10-15 18:15:00.000"
"179"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.49713"	"23.755988000000002"	"2018-10-15 18:15:00.000"
"180"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497713"	"23.758343"	"2018-10-15 18:15:00.000"
"181"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497751"	"23.758499"	"2018-10-15 18:15:00.000"
"183"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498613000000006"	"23.767680000000002"	"2018-10-15 18:15:00.000"
"184"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497679"	"23.758707"	"2018-10-15 18:15:00.000"
"186"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497067"	"23.756698999999998"	"2018-10-15 18:15:00.000"
"187"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497618"	"23.762774"	"2018-10-15 18:15:00.000"
"188"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497331"	"23.756871"	"2018-10-15 18:15:00.000"
"189"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.501082"	"23.763835"	"2018-10-15 18:15:00.000"
"190"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497811"	"23.758721"	"2018-10-15 18:15:00.000"
"192"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497679"	"23.758567"	"2018-10-15 18:15:00.000"
"193"	"21"	"data"	""	"Poro"	"beaconArrival"	"61.495504"	"23.766065"	"2018-10-15 18:15:00.000"
"194"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498436999999996"	"23.777779"	"2018-10-15 18:15:00.000"
"197"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498366999999995"	"23.768376999999997"	"2018-10-15 18:15:00.000"
"198"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.4975"	"23.762784"	"2018-10-15 18:15:00.000"
"199"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497596"	"23.762788"	"2018-10-15 18:15:00.000"
"200"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497245"	"23.756964999999997"	"2018-10-15 18:15:00.000"
"201"	"21"	"data"	""	"Pelaamo"	"beaconArrival"	"61.498644999999996"	"23.756357"	"2018-10-15 18:15:00.000"
"202"	"21"	"data"	""	"Cafe Europa"	"beaconArrival"	"61.497879"	"23.76895"	"2018-10-15 18:15:00.000"
"204"	"21"	"data"	""	"Space Bowling"	"beaconArrival"	"61.497441"	"23.756633"	"2018-10-15 18:15:00.000"
"206"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497703"	"23.758619"	"2018-10-15 18:15:00.000"
"207"	"21"	"data"	""	"Ale Pub"	"beaconArrival"	"61.497080000000004"	"23.755792"	"2018-10-15 18:15:00.000"
"208"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497633"	"23.758433"	"2018-10-15 18:15:00.000"
"209"	"21"	"data"	""	"London"	"beaconArrival"	"61.498580999999994"	"23.766692"	"2018-10-15 18:15:00.000"
"210"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498353"	"23.777865"	"2018-10-15 18:15:00.000"
"212"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.494918"	"23.759456"	"2018-10-15 18:15:00.000"
"213"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497564000000004"	"23.76309"	"2018-10-15 18:15:00.000"
"214"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497464"	"23.762978"	"2018-10-15 18:15:00.000"
"215"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.497634000000005"	"23.762866"	"2018-10-15 18:15:00.000"
"216"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497723"	"23.758589"	"2018-10-15 18:15:00.000"
"217"	"21"	"data"	""	"Henry’s Pub"	"beaconArrival"	"61.497933"	"23.766664"	"2018-10-15 18:15:00.000"
"218"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498333"	"23.778026999999998"	"2018-10-15 18:15:00.000"
"219"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497685"	"23.758407000000002"	"2018-10-15 18:15:00.000"
"220"	"21"	"data"	""	"Ruby & Fellas"	"beaconArrival"	"61.49744200000001"	"23.762981999999997"	"2018-10-15 18:15:00.000"
"221"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497837"	"23.758477"	"2018-10-15 18:15:00.000"
"222"	"21"	"data"	""	"Roska"	"beaconArrival"	"61.498625"	"23.768203"	"2018-10-15 18:15:00.000"
"223"	"21"	"data"	""	"Hopealinjat"	"beaconArrival"	"61.49513"	"23.75953"	"2018-10-15 18:15:00.000"
"224"	"21"	"data"	""	"Fat Lady"	"beaconArrival"	"61.498565"	"23.767666000000002"	"2018-10-15 18:15:00.000"
"226"	"21"	"data"	""	"Bar Passion"	"beaconArrival"	"61.498499"	"23.777950999999998"	"2018-10-15 18:15:00.000"
"227"	"21"	"data"	""	"Henry’s Pub"	"beaconArrival"	"61.498121"	"23.7665"	"2018-10-15 18:15:00.000"
"228"	"21"	"data"	""	"Bricks"	"beaconArrival"	"61.497901"	"23.758513"	"2018-10-15 18:15:00.000"
"230"	"21"	"data"	""	"Jack the Rooster"	"beaconArrival"	"61.50081"	"23.763993"	"2018-10-15 18:15:00.000"
"231"	"21"	"data"	""	"Union"	"beaconArrival"	"61.496102"	"23.761098"	"2018-10-15 18:15:00.000"
